latitude,longitude,altitude,time,total_field_nt,declination_deg,inclination_deg,label_anomaly,platform_id,dataset_split
46.080000000000005,-84.32,0.0,2026-04-01 00:00:00,52560.0,-7.0,57.36,False,train_run_17,train
46.091188811188815,-84.30321678321678,0.0,2026-04-01 00:05:00,52603.8818296299,-7.000193026879855,57.392929916824585,False,train_run_17,train
46.10237762237763,-84.28643356643356,0.0,2026-04-01 00:10:00,52647.42500785453,-7.000771734925656,57.42571684432929,False,train_run_17,train
46.11356643356644,-84.26965034965035,0.0,2026-04-01 00:15:00,52690.29349675979,-7.001735007075319,57.45821841408695,False,train_run_17,train
46.12475524475525,-84.25286713286712,0.0,2026-04-01 00:20:00,52732.1564652447,-7.003080983954669,57.49029349675979,False,train_run_17,train
46.13594405594406,-84.23608391608391,0.0,2026-04-01 00:25:00,52772.69084216054,-7.0048070674665315,57.521802814915645,False,train_run_17,train
46.147132867132875,-84.21930069930069,0.0,2026-04-01 00:30:00,52811.58380956375,-7.00690992580576,57.55260954780283,False,train_run_17,train
46.158321678321684,-84.20251748251748,0.0,2026-04-01 00:35:00,52848.535216841265,-7.0093854998905165,57.58257992545749,False,train_run_17,train
46.16951048951049,-84.18573426573425,0.0,2026-04-01 00:40:00,52883.2598970776,-7.012229011197384,57.611583809563754,False,train_run_17,train
46.1806993006993,-84.16895104895104,0.0,2026-04-01 00:45:00,52915.48986778755,-7.01543497098521,57.63949525854441,False,train_run_17,train
46.19188811188812,-84.15216783216782,0.0,2026-04-01 00:50:00,52944.97639903062,-7.018997190889847,57.666193074428385,False,train_run_17,train
46.20307692307693,-84.13538461538461,0.0,2026-04-01 00:55:00,52971.491932946825,-7.022908794869358,57.6915613291204,False,train_run_17,train
46.21426573426574,-84.1186013986014,0.0,2026-04-01 01:00:00,52994.83183990023,-7.0271622324766305,57.715489867787554,False,train_run_17,train
46.225454545454554,-84.10181818181817,0.0,2026-04-01 01:05:00,53014.81599767726,-7.031749293433764,57.73787478717713,False,train_run_17,train
46.23664335664336,-84.08503496503496,0.0,2026-04-01 01:10:00,53031.29018155274,-7.0366611234801155,57.75861888678856,False,train_run_17,train
46.24783216783217,-84.06825174825174,0.0,2026-04-01 01:15:00,53044.12725449599,-7.041888241463404,57.77763209094049,False,train_run_17,train
46.25902097902098,-84.05146853146853,0.0,2026-04-01 01:20:00,53053.22814833168,-7.047420557640879,57.79483183990023,False,train_run_17,train
46.2702097902098,-84.0346853146853,0.0,2026-04-01 01:25:00,53058.52262828352,-7.05324739315524,57.81014344837724,False,train_run_17,train
46.28139860139861,-84.0179020979021,0.0,2026-04-01 01:30:00,53059.96983500061,-7.059357500647698,57.8235004298239,False,train_run_17,train
46.292587412587416,-84.00111888111887,0.0,2026-04-01 01:35:00,53057.55859988325,-7.065739085968406,57.83484478513555,False,train_run_17,train
46.303776223776225,-83.98433566433566,0.0,2026-04-01 01:40:00,53051.307531274986,-7.072379830942334,57.84412725449599,False,train_run_17,train
46.31496503496504,-83.96755244755244,0.0,2026-04-01 01:45:00,53041.2648708555,-7.07926691714666,57.85130753127498,False,train_run_17,train
46.32615384615385,-83.95076923076923,0.0,2026-04-01 01:50:00,53027.508121342704,-7.086387050653769,57.85635443704903,False,train_run_17,train
46.33734265734266,-83.93398601398601,0.0,2026-04-01 01:55:00,53010.14344837724,-7.093726487692113,57.85924605698523,False,train_run_17,train
46.348531468531476,-83.91720279720279,0.0,2026-04-01 02:00:00,52989.30486120509,-7.101271061175376,57.859969835000605,False,train_run_17,train
46.359720279720285,-83.90041958041958,0.0,2026-04-01 02:05:00,52965.15317848148,-7.1090062080487675,57.858522628283524,False,train_run_17,train
46.370909090909095,-83.88363636363636,0.0,2026-04-01 02:10:00,52937.87478717713,-7.116916997399623,57.85491072094047,False,train_run_17,train
46.382097902097904,-83.86685314685315,0.0,2026-04-01 02:15:00,52907.680204164884,-7.124988159278088,57.849149796709035,False,train_run_17,train
46.39328671328672,-83.85006993006992,0.0,2026-04-01 02:20:00,52874.80245158751,-7.13320411417222,57.8412648708555,False,train_run_17,train
46.40447552447553,-83.83328671328671,0.0,2026-04-01 02:25:00,52839.495258544404,-7.141549003080637,57.83129018155274,False,train_run_17,train
46.41566433566434,-83.81650349650349,0.0,2026-04-01 02:30:00,52802.03110297557,-7.150006718124651,57.81926904121016,False,train_run_17,train
46.42685314685315,-83.79972027972028,0.0,2026-04-01 02:35:00,52762.69910885412,-7.158560933640806,57.80525364840122,False,train_run_17,train
46.438041958041964,-83.78293706293705,0.0,2026-04-01 02:40:00,52721.802814915645,-7.1671951376937955,57.78930486120509,False,train_run_17,train
46.44923076923077,-83.76615384615384,0.0,2026-04-01 02:45:00,52679.65783214378,-7.175892663948936,57.77149193294683,False,train_run_17,train
46.46041958041958,-83.74937062937063,0.0,2026-04-01 02:50:00,52636.589408089974,-7.1846367238426705,57.751892211483415,False,train_run_17,train
46.4716083916084,-83.7325874125874,0.0,2026-04-01 02:55:00,52592.929916824585,-7.193410438989016,57.73059080334144,False,train_run_17,train
46.48279720279721,-83.7158041958042,0.0,2026-04-01 03:00:00,52549.016293890076,-7.202196873759378,57.70768020416488,False,train_run_17,train
46.49398601398602,-83.69902097902097,0.0,2026-04-01 03:05:00,52505.18743605174,-7.210979067972866,57.683259897077605,False,train_run_17,train
