latitude,longitude,altitude,time,total_field_nt,declination_deg,inclination_deg,label_anomaly,platform_id,dataset_split
44.64,-82.56,0.0,2026-03-26 00:00:00,52280.0,-7.3999999999999995,57.68,False,train_run_9,train
44.6625352112676,-82.52619718309859,0.0,2026-03-26 00:05:00,52368.03425752302,-7.400782635585011,57.74617692713211,False,train_run_9,train
44.68507042253521,-82.49239436619719,0.0,2026-03-26 00:10:00,52453.317957601306,-7.403124417155454,57.81118947532099,False,train_run_9,train
44.707605633802814,-82.45859154929578,0.0,2026-03-26 00:15:00,52533.18648167882,-7.407007017095438,57.87389375279895,False,train_run_9,train
44.73014084507042,-82.42478873239438,0.0,2026-03-26 00:20:00,52605.14440388747,-7.412400048796206,57.933186481678824,False,train_run_9,train
44.752676056338025,-82.39098591549296,0.0,2026-03-26 00:25:00,52666.94345856105,-7.419261304472559,57.988024410060184,False,train_run_9,train
44.775211267605634,-82.35718309859155,0.0,2026-03-26 00:30:00,52716.65278543345,-7.427537085495994,58.037442667982084,False,train_run_9,train
44.797746478873236,-82.32338028169015,0.0,2026-03-26 00:35:00,52752.71925776798,-7.437162622659285,58.08057174425037,False,train_run_9,train
44.820281690140845,-82.28957746478874,0.0,2026-03-26 00:40:00,52774.01600851568,-7.448062583083343,58.116652785433445,False,train_run_9,train
44.84281690140845,-82.25577464788732,0.0,2026-03-26 00:45:00,52779.87763834262,-7.460151659799137,58.14505094784145,False,train_run_9,train
44.86535211267606,-82.22197183098592,0.0,2026-03-26 00:50:00,52770.1210054809,-7.473335239390391,58.16526656756179,False,train_run_9,train
44.88788732394366,-82.18816901408451,0.0,2026-03-26 00:55:00,52745.050947841446,-7.4875101424718435,58.176943952014774,False,train_run_9,train
44.91042253521127,-82.15436619718311,0.0,2026-03-26 01:00:00,52705.45075860603,-7.502565431207841,58.179877638342624,False,train_run_9,train
44.93295774647887,-82.1205633802817,0.0,2026-03-26 01:05:00,52652.55771288071,-7.518383277551306,58.17401600851568,False,train_run_9,train
44.95549295774648,-82.08676056338028,0.0,2026-03-26 01:10:00,52588.024410060185,-7.534839885407976,58.15946219754852,False,train_run_9,train
44.97802816901408,-82.05295774647888,0.0,2026-03-26 01:15:00,52513.86713972874,-7.5518064595086765,58.136472278845694,False,train_run_9,train
45.00056338028169,-82.01915492957747,0.0,2026-03-26 01:20:00,52432.402884362644,-7.569150213406939,58.10545075860603,False,train_run_9,train
45.02309859154929,-81.98535211267605,0.0,2026-03-26 01:25:00,52346.17692713211,-7.586735408712979,58.066943458561056,False,train_run_9,train
45.0456338028169,-81.95154929577465,0.0,2026-03-26 01:30:00,52257.88332663731,-7.6044244174306375,58.02162791227535,False,train_run_9,train
45.0681690140845,-81.91774647887324,0.0,2026-03-26 01:35:00,52170.28074327927,-7.622078799083054,57.97030144398536,False,train_run_9,train
45.09070422535211,-81.88394366197184,0.0,2026-03-26 01:40:00,52086.10624720105,-7.639560384197104,57.913867139728744,False,train_run_9,train
45.113239436619715,-81.85014084507043,0.0,2026-03-26 01:45:00,52007.989800798634,-7.656732355666859,57.85331795760131,False,train_run_9,train
45.135774647887324,-81.81633802816901,0.0,2026-03-26 01:50:00,51938.37208772465,-7.673460319532952,57.78971925672073,False,train_run_9,train
45.158309859154926,-81.78253521126761,0.0,2026-03-26 01:55:00,51879.428255749626,-7.689613356797516,57.724190052298674,False,train_run_9,train
45.180845070422535,-81.7487323943662,0.0,2026-03-26 02:00:00,51832.999956071864,-7.70506504804286,57.65788332663731,False,train_run_9,train
45.20338028169014,-81.7149295774648,0.0,2026-03-26 02:05:00,51800.53780245148,-7.719694462834811,57.59196574247698,False,train_run_9,train
45.225915492957746,-81.68112676056339,0.0,2026-03-26 02:10:00,51783.05604798522,-7.73338710616733,57.527597115637356,False,train_run_9,train
45.24845070422535,-81.64732394366197,0.0,2026-03-26 02:15:00,51781.10089560872,-7.746035814541166,57.465910008129775,False,train_run_9,train
45.27098591549296,-81.61352112676057,0.0,2026-03-26 02:20:00,51794.73343243822,-7.757541594663543,57.40798980079863,False,train_run_9,train
45.29352112676056,-81.57971830985916,0.0,2026-03-26 02:25:00,51823.52772115431,-7.767814398204889,57.35485559611253,False,train_run_9,train
45.31605633802817,-81.54591549295775,0.0,2026-03-26 02:30:00,51866.584108060546,-7.776773826549112,57.30744228711929,False,train_run_9,train
45.33859154929577,-81.51211267605635,0.0,2026-03-26 02:35:00,51922.55733201792,-7.784349760021776,57.26658410806054,False,train_run_9,train
45.36112676056338,-81.47830985915493,0.0,2026-03-26 02:40:00,51989.69855601464,-7.790482906671626,57.232999956071865,False,train_run_9,train
45.38366197183098,-81.44450704225353,0.0,2026-03-26 02:45:00,52065.91000812977,-7.795125266310501,57.207280742232015,False,train_run_9,train
45.40619718309859,-81.41070422535212,0.0,2026-03-26 02:50:00,52148.81052467901,-7.798240506179882,57.1898789945191,False,train_run_9,train
45.42873239436619,-81.3769014084507,0.0,2026-03-26 02:55:00,52235.80994770133,-7.799804245303994,57.181100895608715,False,train_run_9,train
45.4512676056338,-81.3430985915493,0.0,2026-03-26 03:00:00,52324.19005229867,-7.799804245303994,57.181100895608715,False,train_run_9,train
