latitude,longitude,altitude,time,total_field_nt,declination_deg,inclination_deg,label_anomaly,platform_id,dataset_split
45.36,-83.44,0.0,2026-03-30 00:00:00,52420.0,-7.199999999999999,57.52,False,train_run_13,train
45.371188811188816,-83.42321678321679,0.0,2026-03-30 00:05:00,52463.8818296299,-7.200193026879855,57.55292991682459,False,train_run_13,train
45.38237762237763,-83.40643356643356,0.0,2026-03-30 00:10:00,52507.42500785453,-7.200771734925656,57.58571684432929,False,train_run_13,train
45.393566433566434,-83.38965034965035,0.0,2026-03-30 00:15:00,52550.29349675979,-7.201735007075319,57.618218414086954,False,train_run_13,train
45.40475524475525,-83.37286713286713,0.0,2026-03-30 00:20:00,52592.1564652447,-7.203080983954669,57.650293496759794,False,train_run_13,train
45.41594405594405,-83.35608391608392,0.0,2026-03-30 00:25:00,52632.69084216054,-7.204807067466531,57.68180281491565,False,train_run_13,train
45.42713286713287,-83.3393006993007,0.0,2026-03-30 00:30:00,52671.58380956375,-7.2069099258057605,57.712609547802835,False,train_run_13,train
45.438321678321685,-83.32251748251748,0.0,2026-03-30 00:35:00,52708.535216841265,-7.209385499890516,57.74257992545749,False,train_run_13,train
45.44951048951049,-83.30573426573426,0.0,2026-03-30 00:40:00,52743.2598970776,-7.212229011197383,57.77158380956376,False,train_run_13,train
45.460699300699304,-83.28895104895105,0.0,2026-03-30 00:45:00,52775.48986778755,-7.215434970985211,57.79949525854441,False,train_run_13,train
45.47188811188812,-83.27216783216782,0.0,2026-03-30 00:50:00,52804.97639903062,-7.218997190889846,57.82619307442839,False,train_run_13,train
45.48307692307692,-83.25538461538461,0.0,2026-03-30 00:55:00,52831.491932946825,-7.222908794869358,57.8515613291204,False,train_run_13,train
45.49426573426574,-83.2386013986014,0.0,2026-03-30 01:00:00,52854.83183990023,-7.22716223247663,57.87548986778756,False,train_run_13,train
45.505454545454555,-83.22181818181818,0.0,2026-03-30 01:05:00,52874.81599767726,-7.231749293433763,57.89787478717713,False,train_run_13,train
45.51664335664336,-83.20503496503497,0.0,2026-03-30 01:10:00,52891.29018155274,-7.236661123480115,57.918618886788565,False,train_run_13,train
45.52783216783217,-83.18825174825174,0.0,2026-03-30 01:15:00,52904.12725449599,-7.241888241463403,57.9376320909405,False,train_run_13,train
45.539020979020975,-83.17146853146853,0.0,2026-03-30 01:20:00,52913.22814833168,-7.247420557640879,57.95483183990024,False,train_run_13,train
