run_id,timestamp,is_injected_anomaly,split,score
nominal_eval_run_1,2026-03-24 00:00:00,False,nominal_eval,0.38959733
nominal_eval_run_1,2026-03-24 00:05:00,False,nominal_eval,0.38959733
nominal_eval_run_1,2026-03-24 00:10:00,False,nominal_eval,0.38959733
nominal_eval_run_1,2026-03-24 00:15:00,False,nominal_eval,0.38959733
nominal_eval_run_1,2026-03-24 00:20:00,False,nominal_eval,0.38959733
nominal_eval_run_1,2026-03-24 00:25:00,False,nominal_eval,0.38959733
nominal_eval_run_1,2026-03-24 00:30:00,False,nominal_eval,0.41126522
nominal_eval_run_1,2026-03-24 00:35:00,False,nominal_eval,0.41126522
nominal_eval_run_1,2026-03-24 00:40:00,False,nominal_eval,0.41126522
nominal_eval_run_1,2026-03-24 00:45:00,False,nominal_eval,0.41126522
nominal_eval_run_1,2026-03-24 00:50:00,False,nominal_eval,0.41126522
nominal_eval_run_1,2026-03-24 00:55:00,False,nominal_eval,0.41126522
nominal_eval_run_1,2026-03-24 01:00:00,False,nominal_eval,0.3953066
nominal_eval_run_1,2026-03-24 01:05:00,False,nominal_eval,0.3953066
nominal_eval_run_1,2026-03-24 01:10:00,False,nominal_eval,0.3953066
nominal_eval_run_1,2026-03-24 01:15:00,False,nominal_eval,0.3953066
nominal_eval_run_1,2026-03-24 01:20:00,False,nominal_eval,0.3953066
nominal_eval_run_1,2026-03-24 01:25:00,False,nominal_eval,0.3953066
nominal_eval_run_1,2026-03-24 01:30:00,False,nominal_eval,0.29853272
nominal_eval_run_1,2026-03-24 01:35:00,False,nominal_eval,0.29853272
nominal_eval_run_1,2026-03-24 01:40:00,False,nominal_eval,0.29853272
nominal_eval_run_1,2026-03-24 01:45:00,False,nominal_eval,0.29853272
nominal_eval_run_1,2026-03-24 01:50:00,False,nominal_eval,0.29853272
nominal_eval_run_1,2026-03-24 01:55:00,False,nominal_eval,0.29853272
nominal_eval_run_1,2026-03-24 02:00:00,False,nominal_eval,0.2202341
nominal_eval_run_1,2026-03-24 02:05:00,False,nominal_eval,0.2202341
nominal_eval_run_1,2026-03-24 02:10:00,False,nominal_eval,0.2202341
nominal_eval_run_1,2026-03-24 02:15:00,False,nominal_eval,0.2202341
nominal_eval_run_1,2026-03-24 02:20:00,False,nominal_eval,0.2202341
nominal_eval_run_1,2026-03-24 02:25:00,False,nominal_eval,0.2202341
nominal_eval_run_1,2026-03-24 02:30:00,False,nominal_eval,0.22054772
nominal_eval_run_1,2026-03-24 02:35:00,False,nominal_eval,0.22054772
nominal_eval_run_1,2026-03-24 02:40:00,False,nominal_eval,0.22054772
nominal_eval_run_1,2026-03-24 02:45:00,False,nominal_eval,0.22054772
nominal_eval_run_1,2026-03-24 02:50:00,False,nominal_eval,0.22054772
nominal_eval_run_1,2026-03-24 02:55:00,False,nominal_eval,0.22054772
nominal_eval_run_1,2026-03-24 03:00:00,False,nominal_eval,0.22437835
nominal_eval_run_1,2026-03-24 03:05:00,False,nominal_eval,0.22437835
nominal_eval_run_1,2026-03-24 03:10:00,False,nominal_eval,0.22437835
nominal_eval_run_1,2026-03-24 03:15:00,False,nominal_eval,0.22437835
nominal_eval_run_1,2026-03-24 03:20:00,False,nominal_eval,0.22437835
nominal_eval_run_1,2026-03-24 03:25:00,False,nominal_eval,0.22437835
nominal_eval_run_1,2026-03-24 03:30:00,False,nominal_eval,0.17589876
nominal_eval_run_1,2026-03-24 03:35:00,False,nominal_eval,0.17589876
nominal_eval_run_1,2026-03-24 03:40:00,False,nominal_eval,0.17589876
nominal_eval_run_1,2026-03-24 03:45:00,False,nominal_eval,0.17589876
nominal_eval_run_1,2026-03-24 03:50:00,False,nominal_eval,0.17589876
nominal_eval_run_1,2026-03-24 03:55:00,False,nominal_eval,0.17589876
nominal_eval_run_1,2026-03-24 04:00:00,False,nominal_eval,0.159361
nominal_eval_run_1,2026-03-24 04:05:00,False,nominal_eval,0.159361
nominal_eval_run_1,2026-03-24 04:10:00,False,nominal_eval,0.159361
nominal_eval_run_1,2026-03-24 04:15:00,False,nominal_eval,0.159361
nominal_eval_run_1,2026-03-24 04:20:00,False,nominal_eval,0.159361
nominal_eval_run_1,2026-03-24 04:25:00,False,nominal_eval,0.159361
nominal_eval_run_1,2026-03-24 04:30:00,False,nominal_eval,0.16815975
nominal_eval_run_1,2026-03-24 04:35:00,False,nominal_eval,0.16815975
nominal_eval_run_1,2026-03-24 04:40:00,False,nominal_eval,0.16815975
nominal_eval_run_1,2026-03-24 04:45:00,False,nominal_eval,0.16815975
nominal_eval_run_1,2026-03-24 04:50:00,False,nominal_eval,0.16815975
nominal_eval_run_1,2026-03-24 04:55:00,False,nominal_eval,0.16815975
nominal_eval_run_1,2026-03-24 05:00:00,False,nominal_eval,0.13866931
nominal_eval_run_1,2026-03-24 05:05:00,False,nominal_eval,0.13866931
nominal_eval_run_1,2026-03-24 05:10:00,False,nominal_eval,0.13866931
nominal_eval_run_1,2026-03-24 05:15:00,False,nominal_eval,0.13866931
nominal_eval_run_1,2026-03-24 05:20:00,False,nominal_eval,0.13866931
nominal_eval_run_1,2026-03-24 05:25:00,False,nominal_eval,0.13866931
nominal_eval_run_1,2026-03-24 05:30:00,False,nominal_eval,0.14943232
nominal_eval_run_1,2026-03-24 05:35:00,False,nominal_eval,0.14943232
nominal_eval_run_1,2026-03-24 05:40:00,False,nominal_eval,0.14943232
nominal_eval_run_1,2026-03-24 05:45:00,False,nominal_eval,0.14943232
nominal_eval_run_1,2026-03-24 05:50:00,False,nominal_eval,0.14943232
nominal_eval_run_1,2026-03-24 05:55:00,False,nominal_eval,0.14943232
nominal_eval_run_1,2026-03-24 06:00:00,False,nominal_eval,0.19723278
nominal_eval_run_1,2026-03-24 06:05:00,False,nominal_eval,0.19723278
nominal_eval_run_1,2026-03-24 06:10:00,False,nominal_eval,0.19723278
nominal_eval_run_1,2026-03-24 06:15:00,False,nominal_eval,0.19723278
nominal_eval_run_1,2026-03-24 06:20:00,False,nominal_eval,0.19723278
nominal_eval_run_1,2026-03-24 06:25:00,False,nominal_eval,0.19723278
nominal_eval_run_1,2026-03-24 06:30:00,False,nominal_eval,0.23012555
nominal_eval_run_1,2026-03-24 06:35:00,False,nominal_eval,0.23012555
nominal_eval_run_1,2026-03-24 06:40:00,False,nominal_eval,0.23012555
nominal_eval_run_1,2026-03-24 06:45:00,False,nominal_eval,0.23012555
nominal_eval_run_1,2026-03-24 06:50:00,False,nominal_eval,0.23012555
nominal_eval_run_1,2026-03-24 06:55:00,False,nominal_eval,0.23012555
nominal_eval_run_1,2026-03-24 07:00:00,False,nominal_eval,0.29222542
nominal_eval_run_1,2026-03-24 07:05:00,False,nominal_eval,0.29222542
nominal_eval_run_1,2026-03-24 07:10:00,False,nominal_eval,0.29222542
nominal_eval_run_1,2026-03-24 07:15:00,False,nominal_eval,0.29222542
nominal_eval_run_1,2026-03-24 07:20:00,False,nominal_eval,0.29222542
nominal_eval_run_1,2026-03-24 07:25:00,False,nominal_eval,0.29222542
nominal_eval_run_1,2026-03-24 07:30:00,False,nominal_eval,0.33648834
nominal_eval_run_1,2026-03-24 07:35:00,False,nominal_eval,0.33648834
nominal_eval_run_1,2026-03-24 07:40:00,False,nominal_eval,0.33648834
nominal_eval_run_1,2026-03-24 07:45:00,False,nominal_eval,0.33648834
nominal_eval_run_1,2026-03-24 07:50:00,False,nominal_eval,0.33648834
nominal_eval_run_1,2026-03-24 07:55:00,False,nominal_eval,0.33648834
nominal_eval_run_2,2026-03-24 08:00:00,False,nominal_eval,0.38439828
nominal_eval_run_2,2026-03-24 08:05:00,False,nominal_eval,0.38439828
nominal_eval_run_2,2026-03-24 08:10:00,False,nominal_eval,0.38439828
nominal_eval_run_2,2026-03-24 08:15:00,False,nominal_eval,0.38439828
nominal_eval_run_2,2026-03-24 08:20:00,False,nominal_eval,0.38439828
nominal_eval_run_2,2026-03-24 08:25:00,False,nominal_eval,0.38439828
nominal_eval_run_2,2026-03-24 08:30:00,False,nominal_eval,0.3487255
nominal_eval_run_2,2026-03-24 08:35:00,False,nominal_eval,0.3487255
nominal_eval_run_2,2026-03-24 08:40:00,False,nominal_eval,0.3487255
nominal_eval_run_2,2026-03-24 08:45:00,False,nominal_eval,0.3487255
nominal_eval_run_2,2026-03-24 08:50:00,False,nominal_eval,0.3487255
nominal_eval_run_2,2026-03-24 08:55:00,False,nominal_eval,0.3487255
nominal_eval_run_2,2026-03-24 09:00:00,False,nominal_eval,0.28297356
nominal_eval_run_2,2026-03-24 09:05:00,False,nominal_eval,0.28297356
nominal_eval_run_2,2026-03-24 09:10:00,False,nominal_eval,0.28297356
