split,run_id,timestamp,spatial_anomaly_score,temporal_anomaly_score,final_anomaly_score,is_injected_anomaly,is_anomaly
nominal_eval,nominal_eval_run_1,2026-03-24 00:00:00,0.12729831,0.38959733,0.9311541381213868,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:05:00,0.12729831,0.38959733,0.9311541381213868,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:10:00,0.12729831,0.38959733,0.9311541381213868,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:15:00,0.12729831,0.38959733,0.9311541381213868,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:20:00,0.12729831,0.38959733,0.9311541381213868,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:25:00,0.12729831,0.38959733,0.9311541381213868,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:30:00,0.12440405,0.41126522,0.9485936612381415,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:35:00,0.12440405,0.41126522,0.9485936612381415,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:40:00,0.12440405,0.41126522,0.9485936612381415,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:45:00,0.12440405,0.41126522,0.9485936612381415,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:50:00,0.12440405,0.41126522,0.9485936612381415,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 00:55:00,0.12440405,0.41126522,0.9485936612381415,False,True
nominal_eval,nominal_eval_run_1,2026-03-24 01:00:00,0.120567344,0.3953066,0.9151961092203271,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:05:00,0.120567344,0.3953066,0.9151961092203271,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:10:00,0.120567344,0.3953066,0.9151961092203271,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:15:00,0.120567344,0.3953066,0.9151961092203271,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:20:00,0.120567344,0.3953066,0.9151961092203271,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:25:00,0.120567344,0.3953066,0.9151961092203271,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:30:00,0.1151293,0.29853272,0.7740656348234851,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:35:00,0.1151293,0.29853272,0.7740656348234851,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:40:00,0.1151293,0.29853272,0.7740656348234851,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:45:00,0.1151293,0.29853272,0.7740656348234851,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:50:00,0.1151293,0.29853272,0.7740656348234851,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 01:55:00,0.1151293,0.29853272,0.7740656348234851,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:00:00,0.107036844,0.2202341,0.647162437092436,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:05:00,0.107036844,0.2202341,0.647162437092436,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:10:00,0.107036844,0.2202341,0.647162437092436,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:15:00,0.107036844,0.2202341,0.647162437092436,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:20:00,0.107036844,0.2202341,0.647162437092436,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:25:00,0.107036844,0.2202341,0.647162437092436,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:30:00,0.10315116,0.22054772,0.634178037588955,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:35:00,0.10315116,0.22054772,0.634178037588955,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:40:00,0.10315116,0.22054772,0.634178037588955,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:45:00,0.10315116,0.22054772,0.634178037588955,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:50:00,0.10315116,0.22054772,0.634178037588955,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 02:55:00,0.10315116,0.22054772,0.634178037588955,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 03:00:00,0.10572582,0.22437835,0.6478894923070093,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 03:05:00,0.10572582,0.22437835,0.6478894923070093,False,False
nominal_eval,nominal_eval_run_1,2026-03-24 03:10:00,0.10572582,0.22437835,0.6478894923070093,False,False
